,Name,Team,Age,Pos1,Pos2,Pos3,Tackles,Interceptions,Fouls,Offsides Won,Clearances,Dribbled Past,Blocks,Goals,Assists,Shots,Key Passes,Dribbles,Fouled,Offsides,Dispossessed,Bad Controls,Passes,Pass Accuracy,Crosses,Long Balls,Through Balls
320,Jannik Vestergaard,Werder Bremen,23,CB,NA,NA,1.428571429,2.285714286,0.7,5,2.8125,1.142857143,3.5,0.689655172,0,1.222222222,0.285714286,0.714285714,0.8,0.5,0.375,0.222222222,1.224242424,0.952817824,0,1.739130435,0
321,Jean-Daniel Akpa-Akpro,Toulouse,23,RB,CM,RM,2.928571429,1.285714286,1.7,0,0.8125,1.571428571,0.5,0.344827586,2,0.555555556,1,1.714285714,1.2,0.5,1.875,1.555555556,0.987878788,0.997378768,0.666666667,0.260869565,0
322,Jefferson Lerma,Levante,21,RB,CDM,NA,1.285714286,1.357142857,1.5,1,0.8125,0.857142857,1,0.344827586,1,1.222222222,1.142857143,0.571428571,0.8,0.5,1.125,1.222222222,0.978787879,0.984272608,1.333333333,0.739130435,2.5
323,Jeremy Pied,Nice,27,LB,RB,CM,2.571428571,2.214285714,1.2,1,1.3125,1.714285714,0.5,0,1.5,0.777777778,1.428571429,1.714285714,1.3,0,1.125,1.111111111,1.56969697,1.044560944,2.333333333,0.608695652,0
324,Jermain Defoe,Sunderland,33,ST,NA,NA,0.357142857,0.071428571,0.5,0,0.0625,0.285714286,0,5.172413793,0.5,2.888888889,1,0.714285714,1.1,6.5,1.625,1.666666667,0.390909091,0.99344692,0.333333333,0.130434783,0
325,Jerome Gondorf,Darmstadt,28,CDM,NA,NA,1.642857143,1.857142857,1.9,0.5,0.8125,2.571428571,1.5,1.034482759,2,0.777777778,0.857142857,0.714285714,2.1,0.5,1.25,1.333333333,0.766666667,0.785058978,0.666666667,0.739130435,0
326,Jerome Roussillon,Montpellier,23,LB,LM,NA,1.214285714,1.285714286,0.5,1.5,0.875,0.714285714,1.5,1.034482759,1.5,0.555555556,1.142857143,1.285714286,0.9,0.5,1.125,0.888888889,0.903030303,1.065530799,1.666666667,0.52173913,0
327,John Stones,Everton,22,CB,NA,NA,1,1.214285714,0.3,3,2.375,0.571428571,5.5,0,0,0.222222222,0.285714286,1,0.8,0,0.375,0.333333333,1.436363636,1.162516383,0.333333333,1.869565217,0
328,Recio,Malaga,25,CM,NA,NA,2,1,1.8,0,0.4375,1.142857143,1,0,2,1.222222222,1.571428571,1,1.2,0,1.25,1.111111111,1.275757576,1.078636959,2,0.913043478,0
329,Juanito Gomez,Verona,31,LW,RW,ST,0.571428571,0.214285714,1.1,0,0.3125,0.714285714,0.5,0.344827586,0,1.222222222,1,0.571428571,1.5,2,0.625,0.888888889,0.572727273,0.909567497,0.333333333,0.130434783,0
330,Kalidou Koulibaly,Napoli,25,CB,NA,NA,1.785714286,1.785714286,1.8,6,2.25,0.857142857,3,0,0,0.222222222,0.428571429,0.714285714,0.5,0,0.375,0.222222222,2.163636364,1.125819135,0,1.47826087,0
331,Kamil Glik,Torino,28,CB,NA,NA,1,1.928571429,1.6,1.5,4,0.714285714,2.5,0,0,0.666666667,0.142857143,0.428571429,1.6,0,0.25,0.222222222,1.478787879,1.165137615,0,1.826086957,0
332,Kamil Grosicki,Rennes,28,LW,RW,NA,0.357142857,0.214285714,0.5,0,0.1875,0.428571429,0.5,3.103448276,1.5,1.666666667,1.142857143,1,0.2,1,1.375,1.444444444,0.466666667,0.99344692,2.333333333,0.086956522,0
333,Karim Bellarabi,Bayer Leverkusen,26,RW,ST,NA,1.142857143,0.642857143,2,0,0.125,1.571428571,0,2.068965517,5.5,2.444444444,1.857142857,3.714285714,1.8,4.5,3,1.777777778,0.742424242,0.913499345,0.666666667,0.304347826,0
334,Kevin Volland,Bayer Leverkusen,23,RW,ST,NA,1.071428571,0.571428571,2,0,0.1875,1.428571429,0,2.75862069,3.5,2.111111111,1.857142857,2.571428571,2.5,1,2.25,2.333333333,0.763636364,0.769331586,1.666666667,0.347826087,0
335,Kyle Walker,Tottenham,26,RB,NA,NA,1.857142857,2,0.9,1.5,2,1.142857143,1,0.344827586,1.5,0.666666667,1.428571429,0.714285714,0.9,0.5,0.875,1.111111111,1.148484848,1.027522936,1.666666667,1,0
336,Laurent Koscielny,Arsenal,30,CB,NA,NA,1,2.714285714,0.9,4.5,3.5,0.571428571,4,1.379310345,0,0.666666667,0.285714286,0.428571429,0.8,0,0.5,0.555555556,1.554545455,1.141546527,0,1.086956522,0
337,Leandro Paredes,Empoli,22,CM,NA,NA,1.785714286,1.071428571,1.4,0,0.375,2.571428571,2.5,0.689655172,0.5,1.777777778,1.714285714,1.285714286,2.4,0,1.125,0.888888889,1.775757576,1.099606815,2.666666667,1.608695652,2.5
338,Leroy Sane,Schalke,20,LW,NA,NA,1.285714286,0.571428571,1,0,0.0625,1.714285714,0,2.75862069,3,2.333333333,1.142857143,4,1.3,1.5,2.25,2.777777778,0.56969697,1.015727392,0,0.217391304,0
339,Lionel Messi,Barcelona,29,RW,CAM,NA,0.214285714,0.142857143,0.4,0,0,0.285714286,0,8.965517241,8,5.333333333,3.285714286,5,1.8,1.5,2.75,1,1.687878788,1.073394495,1.333333333,1.52173913,25
340,Lucas Digne,Roma,22,LB,NA,NA,1.214285714,1.428571429,1.5,1.5,1.9375,0.571428571,1,1.034482759,1.5,0.555555556,1.142857143,1.142857143,0.8,0.5,1.625,0.666666667,1.384848485,1.065530799,2.333333333,0.391304348,0
341,Marcel Heller,Damstadt,30,RM,NA,NA,1.285714286,0.785714286,1.3,0,0.1875,2.285714286,0,2.068965517,2.5,1.111111111,1.285714286,1.285714286,1.3,3.5,1.125,1.555555556,0.475757576,0.726081258,2,0.260869565,0
342,Marcel Risse,Cologne,26,RB,RM,CM,2.071428571,1.357142857,1,0.5,0.375,1.571428571,0.5,1.034482759,2.5,1.555555556,2.857142857,2,0.7,0,0.625,0.888888889,1.078787879,0.811271298,5.666666667,1.434782609,0
343,Marcel Tisserand,Toulouse,23,CB,RB,RM,1.714285714,1.928571429,1.1,1,2.875,0.571428571,1.5,0.344827586,0,0.333333333,0.571428571,0.714285714,0.6,0.5,0.75,0.555555556,1.048484848,1.01310616,1.666666667,1.086956522,0
344,Mario,Villarreal,25,RB,NA,NA,1.785714286,1.857142857,0.8,2,1.625,1.142857143,1,0.689655172,1,1.111111111,0.428571429,0.285714286,0.4,0,0.5,0.555555556,1.16969697,0.955439056,0.666666667,0.782608696,2.5
345,Marvin Matip,Ingolstadt,30,CB,NA,NA,0.714285714,1.785714286,0.8,6.5,3.875,1,2.5,0.689655172,0.5,0.888888889,0.428571429,0.142857143,0.6,0,0.125,0.222222222,0.954545455,1.002621232,0,1.043478261,0
346,Marvin Plattenhardt,Hertha Berlin,24,LB,NA,NA,1,0.928571429,1.1,1.5,1.125,0.428571429,1,0.689655172,2,0.444444444,1.571428571,0.428571429,1.2,0,0.5,0.777777778,1.193939394,1.038007864,4,0.739130435,0
347,Marwin Hitz,Augsburg,28,GK,NA,NA,0,0,0,0,0.4375,0.142857143,0,0,0,0,0,0,0.2,0,0,0,0.993939394,0.830930537,0,4.391304348,0
348,Mauro Icardi,Inter Milan,23,ST,NA,NA,0.071428571,0.142857143,0.6,0,0.625,0.428571429,0.5,5.517241379,2,1.888888889,1.428571429,0.428571429,1.2,2.5,0.625,1.666666667,0.481818182,0.956749672,0.666666667,0.173913043,2.5
349,Maxime Gonalons,Lyon,27,CDM,CB,NA,2.357142857,1.928571429,1.6,1.5,0.875,2.571428571,1,0,0,0.777777778,0.428571429,1.142857143,1.7,0,0.875,0.777777778,1.727272727,1.174311927,0,2.391304348,0
350,Miralem Pjanic,Juventus,26,CM,NA,NA,1,1.071428571,1.7,0,0.5,2,0.5,3.448275862,6,2.333333333,3.428571429,1.142857143,1.2,0.5,1.375,1.222222222,1.984848485,1.112712975,4.333333333,1.782608696,7.5
351,Nathaniel Clyne,Liverpool,25,RB,NA,NA,1.785714286,1.142857143,0.6,1.5,1.0625,0.714285714,1,0.344827586,0,1,1,1,0.8,0,1.125,0.777777778,1.387878788,1.030144168,1,0.782608696,0
352,Nemanja Matic,Chelsea,27,CDM,NA,NA,1.785714286,1.428571429,1.2,0,0.875,1.428571429,1.5,0.689655172,1,1.111111111,0.857142857,1.714285714,0.5,0.5,1.375,0.888888889,1.475757576,1.154652687,0.333333333,0.956521739,0
353,Nicola Leali,Frosinone,23,GK,NA,NA,0,0.071428571,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.793939394,0.638269987,0,3.782608696,0
354,Nicolas N'Koulou,Marseille,26,CB,NA,NA,1.142857143,2.428571429,0.9,3.5,2.75,0.571428571,2,0,0,0.333333333,0.142857143,0.571428571,0.9,0,0.25,0.333333333,1.509090909,1.145478375,0,1.043478261,0
355,Nicolas Seube,Caen,36,CM,NA,NA,1.928571429,1.071428571,1.3,0,0.75,2.571428571,2.5,0,0.5,0.555555556,0.714285714,0.285714286,0.9,0,0.375,0.333333333,0.718181818,1.035386632,0,0.652173913,0
356,Niklas Sule,Hoffenheim,20,CB,NA,NA,1,1.5,0.5,6.5,3.875,0.285714286,4.5,0,0.5,0.222222222,0.285714286,0.142857143,0.7,0,0.125,0.222222222,1.563636364,1.125819135,0,1.52173913,0
357,Oliver Baumann,Hoffenheim,26,GK,NA,NA,0,0.071428571,0,0,0.4375,0,0,0,0,0,0.142857143,0,0.2,0,0,0,1.184848485,0.804718218,0,3.47826087,0
358,Patrick van Aanholt,Sunderland,25,LB,NA,NA,1.857142857,1.357142857,0.5,0.5,1.9375,1.714285714,1.5,1.379310345,1.5,1.555555556,1.285714286,2,0.4,0.5,1,0.888888889,0.981818182,1.014416776,1.333333333,0.608695652,0
359,Pablo Hernandez,Celta Vigo,29,CM,NA,NA,1.428571429,1.357142857,2.4,0,1,1.714285714,1,0.689655172,2,0.888888889,0.571428571,1,2.9,1,1.625,1.444444444,1.384848485,1.036697248,0,1.173913043,0
360,Ricardo Carvalho,Monaco,38,CB,NA,NA,0.785714286,1.857142857,0.8,2.5,2.5625,0.714285714,4,0.689655172,0,0.222222222,0.142857143,0,0.4,0,0,0.222222222,1.236363636,1.153342071,0,1.086956522,0
361,Riccardo Saponara,Empoli,24,CAM,NA,NA,0.642857143,0.214285714,1.2,0.5,0.3125,0.571428571,0.5,1.724137931,5.5,2.333333333,3.142857143,3,2.2,2,3.125,2.777777778,1.033333333,0.998689384,0.666666667,0.391304348,5
362,Roman Burki,Borussia Dortmund,25,GK,NA,NA,0,0,0,0,0.375,0.142857143,0,0,0,0,0,0,0.2,0,0,0,0.787878788,0.961992136,0,1.695652174,0
363,Sebastien Corchia,Lille,25,RB,RM,NA,1.642857143,1.428571429,1.1,1.5,1.0625,0.571428571,1.5,0.689655172,1,0.777777778,1,1,1.7,0.5,1.125,1,0.651515152,0.982961992,2.666666667,0.347826087,0
364,Sidnei,Deportivo la Coruna,26,CB,NA,NA,1.142857143,2.214285714,0.5,4.5,3.625,0.428571429,2.5,0,0,0.222222222,0.285714286,0.571428571,0.6,0.5,0.25,0.555555556,1.106060606,1.027522936,0,1.782608696,2.5
365,Souleymane Camara,Montpellier,33,RM,ST,NA,0.5,0.285714286,0.8,0,0.3125,0.571428571,0,2.413793103,3,1.555555556,0.857142857,0.571428571,1.1,3,1.25,1.555555556,0.554545455,0.913499345,0.666666667,0.130434783,0
366,Theodor Gebre Selassie,Werder Bremen,29,RB,CDM,NA,1.714285714,2.071428571,1.3,1,1.8125,1,1,0.344827586,1,0.555555556,1.142857143,0.857142857,1.5,0.5,0.75,0.666666667,0.915151515,0.9672346,1.333333333,0.52173913,0
367,Thomas Mangani,Angers,29,CM,NA,NA,1.428571429,0.714285714,1,0,0.4375,2.571428571,0.5,1.724137931,2,1.111111111,2.571428571,0.428571429,0.7,0,1.25,1.222222222,1.472727273,1.014416776,4,1.217391304,0
368,Timo Horn,Cologne,23,GK,NA,NA,0,0,0,0,0.4375,0,0,0,0,0,0,0,0.3,0,0,0,0.827272727,0.76146789,0,3.52173913,0
369,Timo Werner,Stuttgart,20,LW,ST,NA,0.285714286,0.357142857,1,0,0,0.714285714,0.5,2.068965517,1.5,2.111111111,0.857142857,1.142857143,1.3,6,1.25,2,0.509090909,0.895150721,0,0.086956522,0
370,Tomas Rincon,Genoa,28,CM,RM,NA,1.571428571,1.071428571,2.2,0.5,0.8125,2.285714286,1,1.034482759,3,0.888888889,1.571428571,3.428571429,1.5,0,1.75,1.111111111,1.46969697,1.117955439,1.333333333,1.086956522,0
371,Victor Rodriguez,Getafe,26,CAM,LW,RW,0.857142857,0.428571429,0.5,0,0.125,1.142857143,0.5,0.689655172,1,1.555555556,1.142857143,1,1,0.5,1.75,2,0.915151515,1.128440367,0.666666667,0.347826087,2.5
372,Yohan Cabaye,Crystal Palace,30,CM,NA,NA,2.285714286,2.571428571,1.2,0,0.3125,2.714285714,1,1.724137931,0.5,2.222222222,2.142857143,0.428571429,1.2,0,1.375,0.888888889,1.166666667,1.082568807,4.333333333,1.260869565,0
373,Younousse Sankhare,Guingamp,26,CM,NA,NA,2,1.642857143,1.6,0,0.625,1.714285714,1,2.068965517,1,0.888888889,0.714285714,2.142857143,1.5,0.5,1.5,0.888888889,1.218181818,1.01310616,0.333333333,0.652173913,0
374,Adrian,Eibar,28,CM,LM,NA,0.642857143,0.928571429,1.2,0.5,0.3125,0.714285714,1,1.724137931,0,1.555555556,0.714285714,0.285714286,0.6,0,1.25,0.888888889,0.912121212,0.961992136,1.333333333,0.52173913,0
375,Adrian,West Ham,29,GK,NA,NA,0,0,0,0,0.6875,0.142857143,0,0,0,0,0,0,0.1,0,0,0,0.809090909,0.661861075,0,3.739130435,0
376,Aissa Mandi,Reims,24,CB,LB,RB,0.928571429,2.428571429,0.7,5,3.125,0.571428571,3,1.724137931,0.5,0.666666667,0.142857143,0.428571429,0.7,0,0.125,0.222222222,1.312121212,1.079947575,0,2.086956522,0
377,Alberto Moreno,Liverpool,24,LB,NA,NA,2.071428571,1.428571429,0.9,0,0.9375,1.428571429,1,0.344827586,2,1.222222222,2.714285714,0.714285714,0.7,1,1.125,0.666666667,1.254545455,1.065530799,3.666666667,1.173913043,0
378,Aleksandar Trajkovski,Palermo,23,CAM,ST,NA,0.428571429,0.214285714,1,0,0.0625,0.571428571,0,1.034482759,0.5,1.333333333,1.142857143,1.142857143,1.2,2,2.25,2.333333333,0.460606061,1.068152031,2,0.173913043,0
379,Nyom,Watford,28,RB,NA,NA,1.857142857,1.357142857,1.2,2,1.375,1.142857143,1,0,0.5,0.222222222,0.285714286,1.142857143,0.7,0,0.75,0.666666667,0.812121212,0.889908257,1.333333333,0.782608696,0
380,Almen Abdi,Watford,29,CM,LM,RM,1.857142857,0.714285714,1.2,0,0.5,2.285714286,0.5,0.689655172,0,1.333333333,1.428571429,0.571428571,0.8,0,1.125,1.555555556,0.887878788,1.076015727,1.666666667,0.47826087,0
381,Alphonse Areola,PSG,23,GK,NA,NA,0,0,0,0,0.6875,0,0,0,0,0,0,0.142857143,0.3,0,0,0,0.654545455,0.612057667,0,3,0
382,Anthony Ujah,Werder Bremen,25,ST,NA,NA,0.285714286,0.071428571,1.3,0,0.875,0.285714286,0.5,3.793103448,1,2.333333333,1.142857143,0.857142857,1.1,3.5,1,1.666666667,0.578787879,0.788990826,0,0.086956522,0
383,Bruma,Real Sociedad,21,RW,NA,NA,0.357142857,0.214285714,0.4,0,0.0625,0.714285714,0,0.689655172,0.5,1.555555556,1.142857143,2.428571429,0.8,1,1.125,1.555555556,0.575757576,1.047182176,1.333333333,0.043478261,0
384,Artur Boruc,Bournemouth,36,GK,NA,NA,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0.703030303,0.707732634,0,2.260869565,0
385,Ashley Westwood,Aston Villa,26,CDM,NA,NA,1.357142857,1.285714286,0.9,0,0.4375,1.714285714,2,0.689655172,1,1.333333333,1.857142857,0.428571429,0.3,0,1,0.555555556,1.433333333,1.086500655,3.666666667,1.565217391,0
386,Benjamin Andre,Rennes,25,RB,RM,CM,2.571428571,1.357142857,1.5,0,0.8125,2.285714286,1.5,0,1,0.777777778,1.142857143,1.285714286,2.2,0.5,3,1.333333333,1.793939394,1.049803408,0.333333333,1.347826087,0
387,Bernardo Silva,Monaco,21,CAM,RW,NA,1,0.642857143,0.9,0,0.3125,2,0.5,2.413793103,0.5,1.444444444,1.857142857,2.428571429,2.4,1.5,2.875,1.888888889,0.815151515,1.085190039,3.333333333,0.434782609,0
388,Bruno,Real Betis,26,CM,NA,NA,1.428571429,2,1.1,4.5,3.8125,1,2.5,0,0,0.555555556,0,0.428571429,0.5,0,0.25,0.444444444,0.984848485,1.017038008,0,1.217391304,0
389,Cheikh Ndoye,Angers,30,CM,NA,NA,1.357142857,0.785714286,2.3,0,1.75,1.142857143,1.5,3.103448276,2,2.333333333,1.142857143,0.857142857,1.4,0.5,2.25,1.333333333,1.072727273,0.865006553,0,0.347826087,0
390,Christian Fuchs,Leicester,30,LB,NA,NA,2.214285714,2.214285714,1,1.5,2.375,2.428571429,1.5,0,2,0.666666667,2,0.285714286,0.4,0,0.375,0.777777778,1.118181818,0.948885976,3.666666667,1.217391304,0
391,Claudio Bravo,Barcelona,33,GK,NA,NA,0,0.071428571,0,0,0.3125,0.142857143,0,0,0,0,0,0,0,0,0,0,0.809090909,1.104849279,0,1.913043478,0
392,Cristiano Biraghi,Granada,23,LB,LM,NA,1.785714286,1.142857143,1.3,2.5,1.6875,1,1.5,0,0.5,0.333333333,0.714285714,0.428571429,0.5,0,0.375,0.666666667,0.872727273,0.920052425,2,1.086956522,0
393,Damien Delaney,Crystal Palace,34,CB,NA,NA,0.714285714,1.285714286,0.6,2.5,3.9375,0.571428571,6,0.689655172,1.5,0.777777778,0.428571429,0.142857143,0.5,0,0.25,0.222222222,1,0.952817824,0.333333333,1.565217391,0
394,Daryl Janmaat,Newcastle,26,RB,NA,NA,1.785714286,1.285714286,0.9,1,1.625,1.285714286,1.5,0.689655172,2,0.666666667,1.142857143,1.714285714,0.3,1,0.75,1.222222222,1.184848485,0.9672346,3,1.086956522,2.5
395,Edinson Cavani,PSG,29,ST,LW,NA,0.428571429,0.285714286,0.9,0,0.1875,1.285714286,1,6.551724138,2.5,3,1.142857143,0.857142857,0.7,6,0.625,1.555555556,0.751515152,1.119266055,0.333333333,0.434782609,2.5
396,Federico Dionisi,Frosinone,29,LW,ST,NA,0.714285714,0.5,1.9,0,0.0625,1.428571429,0,3.103448276,2,2.888888889,1.285714286,1.714285714,2.6,3.5,2.875,2.555555556,0.548484848,0.895150721,1,0.173913043,5
397,Federico Fernandez,Swansea,27,CB,NA,NA,1.285714286,1.785714286,1,4,4.25,1.142857143,3.5,0.344827586,0.5,0.555555556,0.428571429,0.142857143,0.7,0.5,0.125,0.333333333,1.606060606,1.111402359,0,1.130434783,0
398,Filipe Luis,Atletico Madrid,30,LB,NA,NA,2.785714286,1.928571429,0.9,0,1.0625,0.714285714,1,0.344827586,2,0.333333333,1.285714286,3.142857143,0.9,0,1,1.111111111,1.572727273,1.081258191,2.333333333,0.652173913,0
399,Floyd Ayite,SC Bastia,27,ST,CM,LM,0.785714286,0.5,1.7,0,0.0625,1,0.5,2.75862069,1.5,2.555555556,1.428571429,1.857142857,1.7,2.5,2.5,2.111111111,0.751515152,1.023591088,1.666666667,0.347826087,0
400,Genki Haraguchi,Hertha Berlin,25,LW,RW,NA,1.5,0.785714286,0.9,0,0.25,1.571428571,0,0.689655172,1.5,1.111111111,1.285714286,2.428571429,1.3,1,1.375,1.666666667,0.672727273,0.976408912,1.333333333,0.304347826,0
401,Gerard Moreno,Espanyol,24,ST,NA,NA,0.571428571,0.285714286,1.3,0,0.4375,0.428571429,0,2.413793103,1.5,1.777777778,0.857142857,1.571428571,0.7,3.5,2.5,2.666666667,0.621212121,0.937090433,0.333333333,0.391304348,0
402,Gilles Sunu,Angers,25,LW,RW,ST,0.571428571,0.214285714,1.1,0.5,0.0625,1,0,0.689655172,0.5,1.555555556,1.142857143,1.285714286,2.4,1.5,2.25,3.111111111,0.645454545,1.005242464,1.666666667,0.130434783,0
403,Yaya Toure,Man City,33,CM,NA,NA,0.928571429,0.571428571,0.8,0,0.6875,1.857142857,0.5,2.068965517,2.5,2.666666667,2,2.571428571,0.8,0.5,1.75,0.888888889,1.739393939,1.133682831,0.333333333,1.47826087,10
404,Hernan Perez,Espanyol,27,LM,RM,NA,0.928571429,0.928571429,2.7,0,0.4375,2.142857143,0.5,2.413793103,0.5,1.666666667,1.285714286,3.285714286,1.7,2.5,2,2.111111111,0.836363636,0.933158585,2.666666667,0.347826087,0
405,Ivan Cuellar,Sporting Gijon,32,GK,NA,NA,0,0.071428571,0,0,0.9375,0.142857143,0,0,1,0,0.142857143,0,0.3,0,0,0.111111111,0.818181818,0.448230668,0,2.869565217,0
406,Jasmin Kurtic,Atalanta,27,CAM,NA,NA,1.071428571,0.785714286,1.3,0,0.625,1.428571429,0.5,0.689655172,0,1.444444444,0.571428571,0.571428571,1.1,1,0.875,1.222222222,0.896969697,1.028833552,1.333333333,0.565217391,0
407,Javier Mascherano,Barcelona,32,CB,CDM,NA,1.857142857,1.571428571,0.8,2.5,1.125,0.857142857,2.5,0,0,0.111111111,0.428571429,0.428571429,0.7,0,0.625,0.111111111,2.009090909,1.186107471,0,3.434782609,0
408,Miranda,Inter Milan,31,CB,NA,NA,1.285714286,1.5,1.4,4.5,3,0.714285714,3,0.344827586,1.5,0.333333333,0.285714286,0.571428571,1.1,0,0.375,0.222222222,1.439393939,1.079947575,0,1.826086957,0
409,Jonas Hector,Cologne,26,LB,CDM,NA,1.357142857,1.714285714,0.7,1,1.5,1.285714286,2,0,2,0.333333333,2.571428571,1.428571429,1.4,0,0.875,0.777777778,1.481818182,1.072083879,3.333333333,1.043478261,0
410,Jordan Adeoti,Caen,27,CB,CDM,NA,1,0.928571429,0.8,0,0.75,0.714285714,1.5,0,0,0.333333333,0.142857143,0.571428571,0.8,0,0.625,0.444444444,0.578787879,0.99344692,0,0.565217391,0
411,Juan Rodriguez,Getafe,34,CM,NA,NA,1.285714286,2,1.4,0.5,1,1.571428571,2,0,0.5,0.777777778,0.285714286,0.285714286,0.7,0,0.375,0.555555556,1.054545455,1.023591088,0.333333333,1.391304348,0
412,Lars Jacobsen,Guingamp,36,RB,LB,NA,0.928571429,0.785714286,0.5,0.5,1.3125,0.428571429,1.5,0,1.5,0.111111111,0.714285714,0.142857143,0.5,0.5,0.25,0.333333333,0.757575758,0.982961992,2,0.782608696,0
413,Lossemy Karaboue,Troyes,28,RB,RM,CM,0.785714286,1.214285714,0.7,1,0.5625,1.142857143,1,0,1,0.888888889,1.428571429,2.428571429,1.3,0.5,2.125,1.666666667,1.203030303,1.070773263,1,1,2.5
414,Luis Muriel,Sampdoria,25,CAM,ST,NA,0.214285714,0.142857143,0.9,0,0.0625,0.285714286,0,2.068965517,2.5,2,1.285714286,2.285714286,1.1,2.5,2,2.555555556,0.454545455,0.976408912,0.333333333,0.130434783,2.5
415,Luka Modric,Real Madrid,30,CM,NA,NA,1.071428571,1.357142857,0.8,0,0.125,1,0.5,0.689655172,2,1.222222222,2.714285714,2.142857143,1.4,0.5,1.375,0.777777778,2.06969697,1.191349934,2.333333333,1.956521739,5
416,Mahmoud Dahoud,Monchengladbach,20,CM,NA,NA,1.571428571,1.285714286,1.7,0,0.25,1.571428571,0.5,1.724137931,4,1.333333333,1.428571429,1.428571429,1.2,0.5,1.125,1.222222222,1.227272727,1.094364351,0,0.956521739,2.5
417,Makoto Hasebe,Eintracht Frankfurt,32,RB,CM,NA,1.214285714,1.214285714,1.1,0.5,0.8125,1.571428571,1.5,0.344827586,1,0.222222222,1.285714286,0.428571429,1.4,0,1,0.666666667,1.203030303,0.992136304,0.666666667,0.869565217,0
418,Marcelo Brozovic,Inter Milan,23,RM,CM,NA,1.285714286,0.928571429,1.3,0,0.25,2.285714286,0.5,1.379310345,2.5,2,2.285714286,2.142857143,0.9,0.5,1.5,1.555555556,1.578787879,1.081258191,4.333333333,1.47826087,0
419,Marco Benassi,Torino,21,CM,NA,NA,0.714285714,0.785714286,1.1,0,0.4375,1,0.5,1.034482759,1,1.666666667,1,0.571428571,0.6,0.5,1,1.111111111,0.554545455,0.996068152,1,0.347826087,0
420,Mathew Leckie,Ingolstadt,25,LW,RW,NA,0.857142857,0.928571429,1.6,0,0.3125,0.714285714,0.5,1.034482759,0,1.333333333,1.428571429,2.571428571,1.8,1.5,2.625,2.555555556,0.839393939,0.910878113,0.666666667,0.260869565,0
421,Matthias Lehmann,Cologne,33,CM,NA,NA,1.214285714,1.142857143,1.3,0.5,0.6875,1.571428571,1.5,0,1,0.444444444,0.857142857,0.285714286,0.9,0,0.25,0.333333333,1.296969697,1.090432503,0,1,0
422,Matthias Ostrzolek,Hamburger,26,LB,NA,NA,1.5,1.785714286,0.8,1.5,1.125,0.571428571,1.5,0,1,0.444444444,1.142857143,0.857142857,1.8,0,0.625,1.222222222,1.203030303,0.903014417,1.333333333,1.304347826,0
423,Max Kruse,Wolfsburg,28,CAM,RM,NA,0.214285714,0.214285714,0.6,0,0,0.571428571,0,2.068965517,3,2.111111111,2.428571429,1.714285714,0.7,1,1.25,1.888888889,1.042424242,1.078636959,1,1.130434783,2.5
424,Max Meyer,Schalke,20,CAM,LW,NA,0.285714286,0.5,0.6,0,0.0625,0.571428571,0.5,1.724137931,3,1.555555556,2,1.571428571,1.7,0.5,1.75,1.444444444,0.984848485,1.116644823,0.333333333,0.434782609,2.5
425,Pascal Gros,Ingolstadt,25,CM,NA,NA,1.285714286,1.357142857,1.3,0,0.375,1.857142857,0.5,0.344827586,2,2.444444444,4.285714286,0.857142857,1.6,0.5,1.125,1.666666667,1.712121212,0.882044561,7,1.956521739,2.5
426,Renato Civell,Lille,32,CB,NA,NA,1.071428571,1.428571429,1,1.5,3.1875,0.571428571,3,0,0,0.555555556,0.285714286,0.285714286,0.8,0,0.375,0.222222222,1.148484848,0.922673657,0,1.173913043,0
427,Robert Lewandowski,Bayern Munich,27,ST,NA,NA,0.285714286,0.142857143,1.1,0,0.3125,0.285714286,0,10.34482759,1,5.333333333,1,1.714285714,1.5,6,1.875,3,0.721212121,1.038007864,0,0.173913043,0
428,Rudy Gestede,Aston Villa,27,ST,NA,NA,0.214285714,0.142857143,0.8,0,0.5625,0.285714286,0.5,1.724137931,1,2.111111111,0.714285714,0.428571429,0.4,1,0.625,1.333333333,0.563636364,0.752293578,0,0.086956522,0
429,Ryan Bertrand,Southampton,26,LB,NA,NA,0.928571429,1.642857143,0.9,1.5,1.75,0.714285714,1,0.344827586,1.5,0.444444444,1,0.714285714,0.8,0,0.875,0.777777778,1.060606061,1.04587156,3,0.782608696,0
430,Salomon Kalou,Hertha Berlin,30,ST,LW,NA,0.357142857,0.428571429,1.3,0,0.3125,0.714285714,1,4.827586207,1,1.888888889,1,2.285714286,1.3,2.5,2.875,1.888888889,0.639393939,1.007863696,0.333333333,0.173913043,0
431,Sandro Wagner,Darmstadt,28,ST,NA,NA,0.714285714,0.285714286,3,0,0.9375,0.714285714,1,4.827586207,2,3,1.285714286,0.714285714,2.3,2.5,1.875,2.444444444,0.848484848,0.660550459,0.333333333,0.347826087,2.5
432,Sebastien Bassong,Norwich,30,CB,NA,NA,0.571428571,1.214285714,0.8,4.5,5,0.571428571,3,0.344827586,0,0.666666667,0.142857143,0.428571429,0.7,0.5,0.25,0.222222222,0.833333333,1.00655308,0,1,0
