,Name,Team,Age,Pos1,Pos2,Pos3,Tackles,Interceptions,Fouls,Offsides Won,Clearances,Dribbled Past,Blocks,Goals,Assists,Shots,Key Passes,Dribbles,Fouled,Offsides,Dispossessed,Bad Controls,Passes,Pass Accuracy,Crosses,Long Balls,Through Balls
1,Andrew Surman,Bournemouth,29,CM,LM,NA,0.928571429,2.071428571,0.7,0,1.0625,1.285714286,1.5,0,1.5,0.444444444,1.571428571,0.571428571,0.5,0,0.875,0.888888889,1.824242424,1.117955439,0.333333333,2.47826087,2.5
2,Antoine Griezmann,Atletico Madrid,25,ST,LW,RW,1.071428571,0.714285714,0.8,0,0.5,1,0.5,7.586206897,2.5,2.666666667,2,1.142857143,1,2,1.625,2,1.081818182,1.02621232,1,0.565217391,2.5
3,Carlos Bacca,AC Milan,29,ST,NA,NA,0.214285714,0.214285714,0.8,0.5,0.375,0.428571429,0,6.206896552,1,2.222222222,1.571428571,1.142857143,0.6,7,2,2.222222222,0.536363636,0.956749672,0.333333333,0.260869565,2.5
4,Craig Dawson,West Brom,26,CB,RB,NA,1.142857143,1.571428571,0.7,1,2.6875,1.571428571,3.5,1.379310345,0,1.111111111,1,0.285714286,0.7,0.5,0.5,0.888888889,0.890909091,0.817824377,2.333333333,0.956521739,0
5,Darren Fletcher,West Brom,32,CM,NA,NA,1,0.928571429,0.5,0,0.5625,1.714285714,1,0.344827586,1.5,0.666666667,1.142857143,1.142857143,0.8,0,1.875,1.222222222,1.178787879,1.024901704,1,1.217391304,0
6,Dennis Appiah,Caen,24,LB,RB,NA,2.642857143,1.285714286,0.9,0.5,1.625,2,1.5,0.344827586,0.5,0.333333333,1,1.142857143,0.4,0.5,0.75,1,0.739393939,0.874180865,2.333333333,0.47826087,0
7,Faycal Fajr,Deportivo la Coruna,27,CAM,LW,RW,0.928571429,0.928571429,0.7,0,0.25,1,0,1.724137931,1.5,1.333333333,2.142857143,0.428571429,0.9,0.5,0.75,1.111111111,1.154545455,1.077326343,3,1.173913043,2.5
8,Georginio Wijnaldum,Newcastle,25,CM,LM,NA,0.714285714,0.5,0.4,0,0.25,0.714285714,1,3.793103448,2.5,1.555555556,1.714285714,2,1.3,0.5,2.25,1.666666667,0.996969697,1.111402359,0.666666667,0.434782609,2.5
9,Harry Kane,Tottenham,22,ST,CAM,NA,0.571428571,0.428571429,1.1,0,0.5,0.428571429,1,8.620689655,0.5,4.666666667,1.714285714,1.857142857,1.4,4,3,2,0.766666667,0.958060288,0.333333333,0.52173913,0
10,Heurelho Gomes,Watford,35,GK,NA,NA,0.071428571,0.071428571,0.1,0,1.25,0,0,0,0,0,0,0,0.2,0,0,0,0.763636364,0.608125819,0,3.956521739,0
11,Jan Oblak,Atletico Madrid,23,GK,NA,NA,0,0.071428571,0,0,0.375,0,0,0,0,0,0,0,0.1,0,0,0.111111111,0.566666667,0.610747051,0,2.217391304,0
12,Jean Michael Seri,Nice,24,CM,NA,NA,0.928571429,0.642857143,0.8,0,0.3125,1.285714286,0.5,1.034482759,3,1.444444444,1.857142857,1.857142857,1.5,0.5,2.125,1.333333333,2.160606061,1.165137615,2,1.956521739,5
13,Jose Callejon,Napoli,29,LM,RM,NA,0.785714286,0.428571429,0.6,0,0.3125,1.142857143,0,2.413793103,3.5,1.777777778,1.714285714,0.285714286,1.6,2.5,1,0.888888889,1.072727273,1.086500655,0.333333333,0.217391304,2.5
14,Juan Mata,Man United,28,CAM,LW,RW,0.571428571,0.428571429,0.6,0,0.3125,1.714285714,0,2.068965517,2.5,1.666666667,2,1.142857143,0.8,1,1.75,0.888888889,1.436363636,1.169069463,1.666666667,1.130434783,2.5
15,Julien Feret,Caen,34,CM,NA,NA,0.785714286,0.785714286,0.4,0,0.6875,1.857142857,0.5,1.379310345,4,0.888888889,2.714285714,1.571428571,1.2,0.5,1.875,2.111111111,1.272727273,0.97378768,3,1.304347826,2.5
16,Kasper Schmeichel,Leicester,29,GK,NA,NA,0,0.071428571,0,0,0.5,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0.915151515,0.467889908,0,3.826086957,0
17,Manuel Pucciarelli,Empoli,25,ST,NA,NA,0.714285714,0.357142857,1.2,0,0.0625,1.285714286,0,2.068965517,1.5,1.666666667,1.714285714,1.428571429,1.5,2,2.5,2,0.815151515,1.089121887,0.666666667,0.086956522,2.5
18,Marc Albrighton,Leicester,26,LM,RM,NA,1.214285714,0.928571429,0.6,0,0.3125,1.714285714,0,0.689655172,3,1.222222222,2.285714286,1.857142857,0.7,0.5,0.875,1.111111111,0.727272727,0.836173001,4.666666667,0.652173913,2.5
19,Marek Hamsik,Napoli,28,CAM,NA,NA,1.071428571,0.428571429,0.4,0,0.3125,1.428571429,0.5,2.068965517,5.5,2.444444444,3.571428571,1.428571429,0.7,0.5,1.875,1.111111111,2.403030303,1.134993447,0.666666667,1.913043478,7.5
20,Nampalys Mendy,Nice,24,CM,NA,NA,1.214285714,1.571428571,1,0,0.375,0.571428571,1,0.344827586,1,0.222222222,0.285714286,1.142857143,1.5,0,0.875,0.777777778,2.351515152,1.207077326,0,1.782608696,0
21,Olivier Giroud,Arsenal,29,ST,NA,NA,0.642857143,0.214285714,1.1,0,0.4375,0.857142857,0.5,5.517241379,3,3,1.285714286,0.428571429,0.9,3.5,1.5,2.444444444,0.66969697,0.892529489,0.333333333,0.086956522,2.5
22,Orestis Karnezis,Udinese,31,GK,NA,NA,0,0.071428571,0,0,0.3125,0,0,0,0,0,0,0,0.1,0,0,0,0.751515152,0.638269987,0,3.434782609,0
23,Oscar Hiljemark,Palermo,24,CM,NA,NA,0.857142857,0.571428571,0.7,0,0.375,1.285714286,0.5,1.379310345,2.5,0.777777778,1.714285714,0.428571429,0.5,0.5,1.25,1.222222222,0.9,1.057667104,2.666666667,0.47826087,0
24,Remy Vercoutre,Caen,36,GK,NA,NA,0,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,0.754545455,0.68938401,0,4.956521739,0
25,Ross Barkley,Everton,22,CM,LM,NA,0.642857143,0.285714286,0.8,0,0.3125,1,0.5,2.75862069,4,2.777777778,2.142857143,4.428571429,1.9,0.5,2.5,1.777777778,1.436363636,1.127129751,2,1.173913043,5
26,Ruben Castro,Real Betis,35,LW,RW,ST,0.071428571,0.285714286,0.4,0,0.0625,0.285714286,0.5,6.551724138,2,3,1.142857143,0.428571429,1.6,4.5,1.25,1.666666667,0.754545455,0.985583224,0.666666667,0.304347826,0
27,Ryad Boudebouz,Montpellier,26,CM,RM,ST,0.857142857,0.571428571,0.7,0,0.125,1.571428571,0.5,0.689655172,5.5,1.555555556,4.428571429,2.571428571,1.1,0,4.125,2.111111111,1.518181818,1.01965924,9.333333333,1.695652174,7.5
28,Sergi Enrich,Eibar,26,ST,NA,NA,0.785714286,0.285714286,1.4,0,0.4375,0.285714286,0.5,3.103448276,3,1.333333333,1.142857143,0.428571429,1.4,2,2,2.111111111,0.696969697,0.887287025,0.333333333,0.130434783,2.5
29,Simon Francis,Bournemouth,31,CB,RB,NA,2,1.642857143,0.9,2.5,3.375,1.142857143,3,0,2,0.222222222,1.285714286,1.142857143,0.3,0.5,0.625,0.444444444,1.678787879,1.038007864,2.333333333,2.043478261,0
30,Stephane Ruffier,Saint-Etienne,29,GK,NA,NA,0,0.071428571,0.1,0,0.5625,0.142857143,0,0,0,0,0,0,0.1,0,0,0,0.860606061,0.733944954,0,3,0
31,Toby Alderweireld,Tottenham,27,CB,RB,NA,0.857142857,1.214285714,0.2,6,4.6875,0.571428571,4.5,1.379310345,1,1.222222222,0.428571429,0.285714286,0.1,0,0.25,0.222222222,1.654545455,1.055045872,0.333333333,2.739130435,0
32,Troy Deeney,Watford,28,ST,NA,NA,0.928571429,0.285714286,1.3,0.5,0.8125,0.857142857,0.5,4.482758621,3.5,2.777777778,2.142857143,0.857142857,0.9,2.5,2,2,1.03030303,0.798165138,0,0.391304348,2.5
33,Valere Germain,Nice,26,LW,ST,NA,0.571428571,0.357142857,0.4,0,0.75,0.857142857,0.5,4.827586207,3,1.777777778,1.714285714,0.714285714,1.1,2.5,1.25,2.111111111,0.851515152,1.001310616,0.333333333,0.304347826,2.5
34,Vicente Guaita,Getafe,29,GK,NA,NA,0,0.142857143,0,0,0.75,0.142857143,0,0,0,0,0.142857143,0,0.1,0,0,0.222222222,0.748484848,0.579292267,0,2.652173913,0
35,Wes Morgan,Leicester,32,CB,NA,NA,0.928571429,1.785714286,0.7,3.5,3.5625,0.285714286,5.5,0.689655172,0,0.666666667,0.142857143,0.428571429,0.4,0,0.125,0.333333333,0.651515152,0.975098296,0,0.52173913,0
36,Aaron Cresswell,West Ham,26,LB,NA,NA,0.714285714,1.357142857,0.6,1,1.5,0.714285714,2.5,0.689655172,2,0.888888889,1.571428571,0.428571429,0.8,0,0.625,0.666666667,1.127272727,1.015727392,2.666666667,1.347826087,0
37,Andrea Consigli,Sassuolo,29,GK,NA,NA,0,0,0,0,0.5625,0,0,0,0,0,0,0,0.2,0,0,0,0.927272727,0.867627785,0,3.565217391,0
38,Andres Fernandez,Granada,29,GK,NA,NA,0,0.142857143,0,0,0.875,0.142857143,0,0,0,0,0.142857143,0,0.2,0,0,0,0.842424242,0.703800786,0,3.826086957,0
39,Anthony Lopes,Lyon,25,GK,NA,NA,0.071428571,0.071428571,0,0,0.5,0,0,0,0,0,0,0,0.2,0,0,0,0.733333333,0.882044561,0,2.086956522,0
40,Benjamin Lecomte,Lorient,25,GK,NA,NA,0,0,0.1,0,0.6875,0.285714286,0,0,0,0,0,0,0.2,0,0,0,0.860606061,0.677588467,0,3.869565217,0
41,Borja Valero,Fiorentina,31,CM,LM,NA,1,0.571428571,0.8,0,0.3125,1.428571429,0.5,1.379310345,3,1.111111111,3,1.714285714,2.7,0.5,2.375,1.555555556,1.796969697,1.169069463,2.333333333,1.086956522,2.5
42,Cesar Azpilicueta,Chelsea,26,LB,RB,NA,2.214285714,1.642857143,1.1,0.5,1.75,1.142857143,2,0.689655172,1.5,0.333333333,0.857142857,0.285714286,0.5,0,0.125,0.666666667,1.472727273,1.070773263,1,1.217391304,0
43,Cesc Fabregas,Chelsea,29,CM,LM,NA,2,0.428571429,1,0,0.3125,2.857142857,1,1.724137931,3.5,1.333333333,2.571428571,0.857142857,1.1,0.5,1,0.777777778,2.318181818,1.100917431,2,2.173913043,10
44,Charlie Daniels,Bournemouth,29,LB,NA,NA,1.428571429,1,0.3,1.5,1.3125,1.142857143,0.5,1.034482759,2.5,0.555555556,1.428571429,2.142857143,0.5,0.5,0.875,1,1.387878788,1.053735256,3,0.782608696,0
45,Ciprian Tatarusanu,Fiorentina,30,GK,NA,NA,0,0.071428571,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0,0.757575758,0.958060288,0,1.913043478,0
46,Daniel Ciofani,Frosinone,30,ST,NA,NA,0.214285714,0.142857143,1.5,0.5,0.8125,0.571428571,1,3.103448276,0.5,2.333333333,1.571428571,0.428571429,1.4,5.5,1.25,2.222222222,0.493939394,0.813892529,0,0.086956522,0
47,Djibril Sidibe,Lille,23,LB,RB,NA,2.357142857,2.285714286,1.1,1.5,0.9375,1.714285714,1.5,1.379310345,1.5,1.222222222,1.428571429,2,1.5,1,2,2.111111111,1.236363636,1.028833552,2,0.652173913,0
48,Elseid Hysaj,Napoli,22,LB,RB,NA,1.714285714,0.785714286,0.7,1,1.0625,1.285714286,1.5,0,1,0.333333333,1,1,1.2,1.5,1.5,1.333333333,1.627272727,1.121887287,1,0.869565217,0
49,Emiliano Viviano,Sampdoria,30,GK,NA,NA,0.071428571,0,0,0,0.4375,0.142857143,0,0,0,0,0,0,0.2,0,0,0,0.96969697,0.71559633,0,4.217391304,0
50,Eric Dier,Tottenham,22,CB,RB,CDM,1.5,1.571428571,1.4,0.5,1.1875,1.285714286,3,1.034482759,1,0.888888889,0.714285714,0.285714286,0.6,0,1,0.444444444,1.706060606,1.091743119,0.333333333,1.391304348,2.5
51,Gael Danic,SC Bastia,34,CAM,LW,RW,0.928571429,0.571428571,1,0,0.125,1.857142857,0,1.724137931,2,1.222222222,2.142857143,1.142857143,0.8,1.5,1.25,1.666666667,0.842424242,0.922673657,4,1.086956522,5
52,Glenn Whelan,Stoke,32,CDM,NA,NA,1.357142857,1.428571429,0.7,0,1.6875,1.857142857,3,0,0.5,0.333333333,1,0.428571429,0.5,0,0.625,0.666666667,1.693939394,1.140235911,0.333333333,1.217391304,0
53,Gorka Iraizoz,Athletic Bilbao,35,GK,NA,NA,0,0.071428571,0,0,0.5625,0.142857143,0,0,0,0,0.142857143,0,0.1,0,0,0,0.990909091,0.731323722,0,4.782608696,0
54,Hugo Lloris,Tottenham,29,GK,NA,NA,0.071428571,0,0,0,0.75,0,0,0,0,0,0,0,0.1,0,0,0.111111111,0.857575758,0.836173001,0,2.956521739,0
55,Jessy Pi,Troyes,22,CDM,NA,NA,1.571428571,1.714285714,0.8,0,0.6875,2.857142857,2,1.034482759,0,1.666666667,1,1.571428571,0.3,0,1.125,1.222222222,1.36969697,1.03931848,0,2.652173913,2.5
56,Jonas Lossl,Guingamp,27,GK,NA,NA,0,0.071428571,0,0,0.4375,0,0,0,0,0,0,0.142857143,0.1,0,0,0,0.815151515,0.701179554,0,4.086956522,0
57,Jose Reina,Napoli,33,GK,NA,NA,0.071428571,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.727272727,1.02621232,0,2.47826087,0
58,Jose Fonte,Southampton,32,CB,NA,NA,1,1.571428571,0.6,2.5,3.8125,0.714285714,4.5,0.689655172,0.5,0.555555556,0.142857143,0.142857143,0.3,0,0.25,0.222222222,1.327272727,1.100917431,0.333333333,1.608695652,0
59,Kostas Manolas,Roma,25,CB,NA,NA,1.214285714,1.357142857,1.4,5,2.5625,0.428571429,4,0.689655172,1,0.444444444,0.285714286,0.428571429,1,0,0.125,0.444444444,1.445454545,1.133682831,0,0.956521739,0
60,Lorenzo Insigne,Napoli,25,CAM,LW,ST,0.428571429,0.357142857,0.4,0,0,0.714285714,0,4.137931034,5,4,2.571428571,1.714285714,0.6,4.5,1.125,1.222222222,1.33030303,1.055045872,1,0.52173913,5
61,Lukasz Fabianski,Swansea,31,GK,NA,NA,0,0,0,0,0.6875,0,0,0,0.5,0,0.142857143,0,0.2,0,0,0.111111111,0.818181818,0.760157274,0,3.173913043,0
62,Mark Noble,West Ham,29,CM,NA,NA,2,1.571428571,1,0,0.3125,2.714285714,1.5,2.413793103,2,1,2,1.142857143,1.5,1,1.375,1.111111111,1.575757576,1.132372215,0.666666667,1.782608696,0
63,Massimo Maccarone,Empoli,36,ST,NA,NA,0.5,0.071428571,1.2,0,0.4375,1,0.5,4.482758621,2.5,2.444444444,1.428571429,0.714285714,1.4,4.5,2.625,1.333333333,0.53030303,0.933158585,0.666666667,0.086956522,2.5
64,Matt Ritchie,Bournemouth,26,CAM,RW,NA,1.071428571,0.928571429,1.1,0,0.5625,1.571428571,0,1.379310345,3,2.333333333,1.571428571,0.714285714,1.5,0.5,1.5,1.555555556,1.16969697,0.998689384,4,1.086956522,0
65,Moussa Sissoko,Newcastle,26,CM,RM,NA,1.071428571,0.642857143,1.4,0,0.625,0.571428571,0.5,0.344827586,3.5,1.111111111,2.142857143,3.285714286,0.8,0.5,2.125,1.777777778,1.133333333,0.996068152,3.666666667,0.47826087,2.5
66,Nacho Monreal,Arsenal,30,CB,LB,NA,1.5,2.071428571,0.8,1,1.9375,1.142857143,1.5,0,1.5,0.333333333,1.142857143,0.571428571,1.1,0.5,0.375,0.666666667,1.512121212,1.119266055,1.666666667,0.434782609,0
67,N'Golo Kante,Leicester,25,CDM,NA,NA,3.357142857,3,1.2,0,0.9375,2.285714286,1.5,0.344827586,2,0.666666667,1.142857143,1.857142857,0.5,0,0.875,1.333333333,1.187878788,1.069462647,0.333333333,0.739130435,2.5
68,Nicola Sansone,Sassuolo,24,LW,RW,ST,0.5,0.428571429,1.4,0,0.0625,1.571428571,0.5,2.413793103,2,1.888888889,1.571428571,1.571428571,1.8,3,2.125,2,0.745454545,1.043250328,1.333333333,0.130434783,2.5
69,Odion Ighalo,Watford,27,CAM,ST,NA,0.5,0.285714286,1.3,0,0.4375,0.857142857,0.5,5.172413793,1.5,3.222222222,1.428571429,1.857142857,1.5,3.5,2.75,3.111111111,0.590909091,0.994757536,0.333333333,0.086956522,0
70,Pedro Mosquera,Deportivo la Coruna,28,CM,NA,NA,2.357142857,1.571428571,1.9,0,0.875,2,1,0,1,0.888888889,0.857142857,0.285714286,1.2,0,1.125,0.888888889,1.596969697,1.081258191,0,2.304347826,2.5
71,Riyad Mahrez,Leicester,25,RW,LW,CAM,1,0.714285714,0.5,0,0.25,2.714285714,0.5,5.862068966,5.5,2.555555556,2.571428571,5,2.2,0.5,3,2.333333333,0.845454545,0.964613368,3,0.608695652,10
72,Roberto Soriano,Sampdoria,25,CAM,LW,NA,1.214285714,0.642857143,1.6,0,0.8125,1.714285714,0.5,2.75862069,2,1.555555556,1.142857143,1.571428571,1.3,1,1.375,1.222222222,1.081818182,1.094364351,0.666666667,0.434782609,0
73,Romelu Lukaku,Everton,23,ST,NA,NA,0.285714286,0,0.8,0,0.0625,0.285714286,0.5,6.206896552,3,3.555555556,2,1.571428571,0.7,2,3.125,2.444444444,0.9,0.952817824,0.666666667,0.260869565,2.5
74,Sadio Mane,Southampton,24,CAM,LW,RW,1.071428571,0.642857143,1.2,0.5,0.25,0.714285714,0.5,3.793103448,3,2.555555556,1.571428571,3,1.9,3.5,2,2.888888889,0.790909091,1.05897772,1.333333333,0.347826087,2.5
75,Yann M'Vila,Sunderland,26,CM,NA,NA,1.928571429,1.642857143,0.5,0.5,1.875,2,1,0.344827586,2,0.888888889,1.714285714,0.571428571,1.2,0,0.875,0.555555556,1.372727273,1.066841415,1.666666667,1.217391304,2.5
76,Alen Halilovic,Sporting Gijon,20,CAM,RW,NA,0.428571429,0.214285714,0.4,0,0.0625,0.857142857,0,1.034482759,2.5,1.777777778,1.142857143,3.285714286,1.3,0.5,1.5,0.666666667,0.675757576,1.031454784,1.333333333,0.826086957,2.5
77,Alvaro Gonzalez,Espanyol,26,CB,NA,NA,0.857142857,1.214285714,0.9,4,3.375,0.428571429,3.5,0,0.5,0.444444444,0.571428571,0.285714286,1.1,0,0.125,0.333333333,1.221212121,0.992136304,0.333333333,2.173913043,0
78,Ander Capa,Eibar,24,RB,RM,NA,2.071428571,1.928571429,1.4,1.5,1.5,1.285714286,0.5,0.689655172,2.5,0.444444444,0.857142857,1.428571429,0.8,0.5,0.625,1.222222222,0.996969697,0.824377457,2,0.826086957,0
79,Andy Delort,Caen,24,ST,NA,NA,0.642857143,0.214285714,2.3,0,0.125,0.857142857,0,4.137931034,1,4.333333333,1.571428571,1.571428571,2.1,5.5,2.75,3.333333333,0.793939394,0.764089122,1.333333333,0.260869565,0
80,Antonio Adan,Real Betis,29,GK,NA,NA,0,0.071428571,0,0,0.6875,0.142857143,0,0,0,0,0.142857143,0,0.1,0,0,0.111111111,0.863636364,0.507208388,0,3.086956522,0
81,Ashley Williams,Swansea,31,CB,NA,NA,1.357142857,2,0.8,3,5.4375,0.571428571,6,0.689655172,0.5,0.444444444,0.428571429,0.285714286,0.4,0.5,0.25,0.333333333,1.584848485,1.114023591,0,2.130434783,0
82,Benat,Athletic Bilbao,29,CM,NA,NA,1.5,1.285714286,1.1,0,0.25,1.857142857,0.5,0.344827586,2.5,0.888888889,2.571428571,0.571428571,1.5,0,1.375,0.666666667,1.596969697,1.065530799,6,2.130434783,2.5
83,Borja Baston,Eibar,23,ST,NA,NA,0.5,0.214285714,1.1,0,0.1875,1,0,6.206896552,1.5,2.888888889,0.714285714,0.285714286,0.8,5,1.75,2.111111111,0.503030303,0.905635649,0.333333333,0.086956522,0
84,Bryan Dabo,Montpellier,24,RB,CM,RM,1.285714286,1.285714286,1.6,0.5,0.75,1.571428571,0,1.724137931,0.5,1.111111111,0.857142857,2.428571429,2.9,0.5,1.875,2,1.278787879,1.049803408,1,0.652173913,2.5
85,Cristiano Ronaldo,Real Madrid,31,LW,ST,NA,0.214285714,0.142857143,0.6,0,0.25,0.428571429,0.5,12.06896552,5.5,7,2,2,1.1,7,1.5,1.333333333,0.9,1.040629096,1,0.130434783,0
86,Cyril Thereau,Udinese,33,CAM,ST,NA,0.571428571,0.357142857,0.8,0,0.375,0.714285714,0.5,3.793103448,1.5,2.333333333,2,2,1.8,4,1.5,2.777777778,0.981818182,1.018348624,1,0.260869565,0
87,Daniel Wass,Celta Vigo,27,LB,RB,CM,1,1,0.8,0,0.625,0.714285714,1,0.689655172,2.5,1.555555556,1.571428571,0.714285714,1.1,0.5,1.125,1.333333333,1.284848485,1.05242464,1.666666667,1.217391304,2.5
88,Danijel Subasic,Monaco,31,GK,NA,NA,0.071428571,0.071428571,0,0,0.375,0.142857143,0,0,0,0,0,0.142857143,0.1,0,0,0.111111111,0.709090909,0.707732634,0,3.130434783,0
89,Francesco Acerbi,Sassuolo,28,CB,NA,NA,1,2.785714286,0.6,6,3.25,0.428571429,3,1.379310345,0,0.444444444,0.285714286,0.714285714,0.8,0.5,0.125,0.222222222,1.518181818,1.141546527,0,1.869565217,0
90,Franco Vazquez,Palermo,27,CAM,RW,ST,1.642857143,0.5,3.4,0,0.25,2,1,2.75862069,3.5,3.222222222,2.142857143,5,5.5,1.5,5.5,3.111111111,1.193939394,1.011795544,3.333333333,1,2.5
91,Geronimo Rulli,Real Sociedad,24,GK,NA,NA,0.071428571,0.071428571,0.1,0,0.4375,0.142857143,0,0,0,0,0,0.142857143,0.2,0,0,0,0.909090909,0.766710354,0,3.956521739,0
92,Gylfi Sigurdsson,Swansea,26,CM,LM,RM,0.857142857,0.571428571,0.7,0,0.25,1.857142857,0.5,3.793103448,1.5,2.666666667,2.285714286,1,0.6,0.5,1.625,1.777777778,1.003030303,1.034076016,3.666666667,0.260869565,2.5
93,Hector Bellerin,Arsenal,21,RB,RM,NA,1.142857143,1.357142857,0.5,0,1.5,0.857142857,1,0.344827586,2.5,0.444444444,1,2.571428571,0.2,0,1.25,1,1.421212121,1.123197903,1.666666667,0.391304348,2.5
94,Ivan Rakitic,Barcelona,28,CM,NA,NA,1.285714286,1,1.1,0,0.3125,1.428571429,0.5,2.413793103,1,1.444444444,1.285714286,0.571428571,1.4,0.5,0.625,1,1.493939394,1.154652687,2.333333333,1.304347826,5
95,Jamie Vardy,Leicester,29,ST,LW,NA,0.714285714,0.357142857,1.2,0,0.125,0.714285714,0.5,8.275862069,3,3.555555556,1.857142857,1.571428571,0.8,3.5,1,2,0.527272727,0.862385321,1,0.173913043,0
96,Jonas Martin,Montpellier,26,CM,LM,NA,1.285714286,1.357142857,0.9,0,0.625,1.285714286,1,1.379310345,1.5,1,1.142857143,1.857142857,1.2,1,2,1,1.727272727,1.155963303,0.666666667,1.347826087,0
97,Jonny,Celta Vigo,22,LB,RB,NA,1.642857143,2.071428571,1.2,1,1.125,1.285714286,1,0.344827586,2,0.444444444,0.857142857,1.142857143,0.6,0,1,0.777777778,1.275757576,1.094364351,0.666666667,0.826086957,0
98,Jony,Sporting Gijon,25,LW,NA,NA,0.714285714,0.785714286,0.8,0,0.1875,1.142857143,0.5,1.724137931,3.5,1.666666667,1.857142857,2.142857143,1.5,1,1.875,1.888888889,0.724242424,0.883355177,3.666666667,0.347826087,2.5
99,Jonathan Viera,Las Palmas,26,CAM,LW,ST,1.357142857,0.428571429,0.7,0,0.125,1.285714286,0.5,3.448275862,4.5,2.666666667,3.142857143,2,2.3,2.5,2.875,2.555555556,1.572727273,1.073394495,2.666666667,0.739130435,2.5
100,Jonny Howson,Norwich,28,CM,RM,NA,1.5,0.857142857,0.8,0,1.125,1.857142857,1.5,1.034482759,2,1.111111111,1,1.142857143,0.5,0.5,1.25,1,1.078787879,0.98034076,1,0.782608696,0
101,Kevin Lasagna,Carpi,23,ST,NA,NA,0.285714286,0.214285714,1.1,0,0.3125,0.428571429,0,1.724137931,1,1.333333333,0.857142857,0.571428571,0.5,2,0.75,1.666666667,0.324242424,0.808650066,0.333333333,0.043478261,0
102,Leonardo Bonucci,Juventus,29,CB,NA,NA,0.785714286,1.642857143,1,2,2.5625,0.714285714,2,1.034482759,0.5,0.888888889,0.571428571,0.714285714,0.6,0.5,0.125,0.111111111,1.927272727,1.140235911,0,2.434782609,2.5
103,Lucas Perez,Deportivo la Coruna,27,CAM,RW,ST,0.357142857,0.071428571,1,0,0,0.571428571,0.5,5.862068966,4,3.111111111,2.857142857,1.571428571,1.3,5,2.25,2.333333333,0.754545455,1.036697248,2.333333333,0.260869565,2.5
104,Lucas Moura,PSG,23,CAM,LW,RW,0.928571429,0.571428571,0.8,0,0.0625,1.285714286,0,3.103448276,2,2,2.285714286,3.857142857,1.6,1,2.375,2,1.027272727,1.115334207,2.333333333,0.173913043,7.5
105,Luis Hernandez,Sporting Gijon,27,CB,NA,NA,0.785714286,2.785714286,0.6,3.5,3.1875,0.285714286,2,0,0,0.333333333,0.571428571,0.142857143,0.5,0.5,0.25,0.333333333,1.245454545,1.065530799,0.333333333,1.173913043,0
106,Marco Sportiello,Atalanta,24,GK,NA,NA,0,0,0,0,0.0625,0,0,0,0,0,0.142857143,0,0.1,0,0,0.111111111,0.76969697,0.665792923,0,3.695652174,0
107,Mario Rui,Empoli,25,LB,NA,NA,1.285714286,1.857142857,1,4.5,1.4375,0.714285714,1,0,1,0.888888889,1.285714286,1,2.6,0.5,0.75,0.888888889,1.621212121,1.070773263,1.333333333,0.826086957,0
108,Marten de Roon,Atalanta,25,CDM,NA,NA,2.428571429,2.642857143,2.2,0,0.8125,2.714285714,1.5,0.344827586,1,0.666666667,0.714285714,0.571428571,0.9,0,1.25,0.444444444,1.387878788,1.011795544,0,1.52173913,0
109,Martin Braithwaite,Toulouse,25,LW,RW,ST,0.285714286,0.214285714,0.9,0,0.375,0.285714286,0,3.793103448,0,3.333333333,1,1.571428571,1.3,2,2.125,2.555555556,0.539393939,1.035386632,1,0.086956522,2.5
110,Michy Batshuayi,Chelsea,22,ST,NA,NA,0.285714286,0.142857143,1.8,0,0.1875,0.857142857,0.5,5.862068966,4.5,3.777777778,1.142857143,1.571428571,1.1,6.5,3.25,2.666666667,0.566666667,0.981651376,0,0.130434783,2.5
111,Nicolas de Preville,Reims,25,LW,RW,ST,0.785714286,0.714285714,1.8,0,0.0625,0.857142857,0,2.068965517,4.5,2.777777778,3,3.285714286,2.6,2,2.875,3.222222222,0.787878788,0.893840105,4.666666667,0.47826087,5
112,Nikola Kalinic,Fiorentina,28,ST,NA,NA,0.214285714,0.071428571,1.4,0,0.1875,0.571428571,0.5,4.137931034,1.5,2.222222222,0.714285714,0.571428571,2.3,5,1.875,1.888888889,0.484848485,1.0327654,0,0.043478261,2.5
113,Pau Lopez,Espanyol,21,GK,NA,NA,0,0.071428571,0,0,0.5,0.142857143,0,0,0,0,0,0,0.2,0,0,0.222222222,0.675757576,0.629095675,0,2.695652174,0
114,Raul Albiol,Napoli,30,CB,NA,NA,1.071428571,0.928571429,0.9,4,2.75,0.857142857,2.5,0.344827586,0.5,0.333333333,0.142857143,0.285714286,0.6,0,0.125,0.111111111,2.166666667,1.150720839,0,2.52173913,0
115,Robbie Brady,Norwich,24,LB,CM,LM,2,1.142857143,1.1,1,1.5,1.428571429,0.5,1.034482759,1,1.666666667,2.142857143,2,0.5,0.5,1.25,1.222222222,0.957575758,0.923984273,5.666666667,0.913043478,0
116,Roberto Trashorras,Rayo Vallecano,35,CDM,NA,NA,1.214285714,1,1.1,0,0.6875,1.857142857,0.5,1.034482759,3.5,1,3.142857143,1.142857143,2.3,1,1.375,0.888888889,2.266666667,1.144167759,4.333333333,3.782608696,2.5
